Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2021-07-06,Rohit,Khanna,"US Congressman",ADM,"Archer Daniels",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",MS,"Morgan Stanley",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",CMCSA,"Comcast Corp A",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",BKNG,"Booking Holdin",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",SCHW,"The Charles Sc",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",NVR,"NVR Inc",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",PH,Parker-Hannifi,16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",HUM,"Humana Inc",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",VFC,"V.F. Corp",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",FIS,"Fidelity Natio",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",CTSH,"Cognizant Tech",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",HIG,"Hartford Finan",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",TFC,"Truist Financi",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",PFE,"Pfizer Inc",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",META,"Meta Platforms",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",GM,"General Motors",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",KKR,"KKR & Company ",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",PG,"Procter & Gamb",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",MDT,"Medtronic Inc",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",MDLZ,"Mondelez Intl ",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",ABT,"Abbott Laborat",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",PEP,"Pepsico Inc",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",BAC,"Bank of Americ",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Rohit,Khanna,"US Congressman",DIS,"Walt Disney Co",8000,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-06,Sara,Jacobs,"US Congressman",AAPL,"Apple Inc",175000,Sell,"Traded $100,001 to $250,000 ."
2021-07-06,Thomas,Tuberville,"US Senator",QQQ,"Nasdaq QQQ Inv",8000,Buy,"Purchase Of Put Options With Strike Price $262 And Expiry 17-September-2021. Traded $1,001 To $15,000. "
2021-07-06,Richard,Blumenthal,"US Senator",WYNN,"Wynn Resorts L",32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
2021-07-06,Richard,Blumenthal,"US Senator",DIS,"Walt Disney Co",32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
2021-07-06,Marie,Newman,"US Congressman",TSLA,"Tesla Inc",75000,Buy,"By Spouse. Traded $50,001 To $100,000 "
2021-07-06,Marie,Newman,"US Congressman",TSLA,"Tesla Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
2021-07-06,Marie,Newman,"US Congressman",COIN,"Coinbase Globa",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-06,Trey,Hollingsworth,"US Congressman",MMP,"Magellan Midst",32500,Buy,"Traded $15,001 to $50,000 ."
2021-07-06,Alan,Lowenthal,"US Congressman",JNJ,"Johnson & John",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-06,Douglas,Lamborn,"US Congressman",NTAP,"Netapp Inc",97502,Sell,"By Politician Under IRA & Spouse. Traded $45,003 To $150,000 "
2021-07-04,Thomas,Carper,"US Senator",JCI,"Johnson Contro",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-02,Rohit,Khanna,"US Congressman",VMC,"Vulcan Materia",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",ROP,"Roper Industri",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",ROST,"Ross Stores In",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",PGR,"Progressive Co",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",MKL,"Markel Corp",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",LEN,"Lennar Corp",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",FAST,"Fastenal Compa",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",ADSK,"Autodesk Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",APD,"Air Products a",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",ARES,"Ares Managemen",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",CNNE,"Cannae Holding",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",FWONK,"Liberty Media ",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",TRU,Transunion,8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",FNF,"Fidelity Natio",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",SQ,"Block Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",INFO,"IHS Markit Ltd",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",BFAM,"Bright Horizon",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",LBRDK,"Liberty Broadb",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",LBRDA,"Liberty Broadb",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",HLT,"Hilton Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",SUM,"Summit Materia",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",QSR.TO,"Restaurant Bra",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",WIX,"Wix.com Ltd",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",KW,Kennedy-Wilson,8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",DG,"Dollar General",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",H,"Hyatt Hotels C",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",VRSK,"Verisk Analyti",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",MSCI,"MSCI Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",SPGI,"S&P Global Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",GWRE,"Guidewire Soft",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",CBRE,"CBRE Group Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",FRCB,"First Republic",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",AON,"AON Plc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",LYV,"Live Nation En",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",HHH,"Howard Hughes ",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",ENOV,"Enovis Corp",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",SBAC,"SBA Communicat",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",ORLY,"O'Reilly Autom",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",MCO,"Moody's Corp",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",DPZ,"Domino's Pizza",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",VRSN,"Verisign Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",ACGL,"Arch Capital G",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",IT,"Gartner Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",A,"Agilent Techno",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",TYL,"Tyler Technolo",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",ANSS,"Ansys Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",MTD,Mettler-Toledo,8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",MCHP,"Microchip Tech",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",CACC,"Credit Accepta",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",MLM,"Martin Mariett",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",KMX,"Carmax Inc",32500,Sell,"By Spouse. Traded $15,001 to $50,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",MTN,"Vail Resorts",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",IDXX,"Idexx Laborato",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",BRO,"Brown & Brown",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,Rohit,Khanna,"US Congressman",CSGP,"Costar Group I",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-02,James,Langevin,"US Congressman",AAPL,"Apple Inc",175000,Sell,"Traded $100,001 to $250,000 ."
2021-07-02,Lloyd,Doggett,"US Congressman",KO,"Coca-Cola Comp",8000,"Div Re","Traded $1,001 to $15,000 "
2021-07-02,Austin,Scott,"US Congressman",FCEL,"Fuelcell Energ",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-02,Suzan,Delbene,"US Congressman",MSFT,"Microsoft Corp",8000,Buy,"By Spouse. Traded $1,001 To $15,000 "
2021-07-02,Marie,Newman,"US Congressman",TSLA,"Tesla Inc",75000,Sell,"By Spouse. Traded $50,001 To $100,000 "
2021-07-02,Marie,Newman,"US Congressman",CRM,"Salesforce Inc",32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
2021-07-02,Marie,Newman,"US Congressman",NVCR,"Novocure Ltd O",32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
2021-07-02,Marie,Newman,"US Congressman",COIN,"Coinbase Globa",32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
2021-07-02,Marie,Newman,"US Congressman",CHWY,"Chewy Inc",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-02,Marie,Newman,"US Congressman",CCL,"Carnival Corp",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-02,Lois,Frankel,"US Congressman",RGLD,"Royal Gold Inc",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-02,Trey,Hollingsworth,"US Congressman",MMP,"Magellan Midst",32500,Buy,"Traded $15,001 to $50,000 ."
2021-07-02,Edward,Case,"US Congressman",MRIN,"Marin Software",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-01,Diana,Harshbarger,"US Congressman",LIN,"Linde Plc",24002,Buy,"By Spouse & Dependent Child. Traded $3,003  to $45,000 ."
2021-07-01,Diana,Harshbarger,"US Congressman",COKE,"Coca-Cola Cons",32002,Buy,"Traded $4,004 To $60,000 . By Director and Spouse."
2021-07-01,Richard,Larsen,"US Congressman",TJX,"TJX Companies",8000,Buy,"Traded $1,001 to $15,000 ."
2021-07-01,Richard,Larsen,"US Congressman",PXD,"Pioneer Natura",8000,Buy,"Traded $1,001 to $15,000 ."
2021-07-01,Richard,Larsen,"US Congressman",EOG,"Eog Resources",8000,Buy,"Traded $1,001 to $15,000 ."
2021-07-01,Richard,Larsen,"US Congressman",ALL,"Allstate Corp",8000,Buy,"Traded $1,001 to $15,000 ."
2021-07-01,Richard,Larsen,"US Congressman",TOT.TO,"Total Energy S",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-01,Richard,Larsen,"US Congressman",TJX,"TJX Companies",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-01,Richard,Larsen,"US Congressman",PXD,"Pioneer Natura",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-01,Richard,Larsen,"US Congressman",KR,"Kroger Company",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-01,Richard,Larsen,"US Congressman",EOG,"Eog Resources",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-01,Richard,Larsen,"US Congressman",SRE,Sempra,8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-01,Kevin,Hern,"US Congressman",VUZI,"Vuzix Corp",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-01,Kevin,Hern,"US Congressman",MDT,"Medtronic Inc",32500,Buy,"Traded $15,001 to $50,000 "
2021-07-01,Kevin,Hern,"US Congressman",LIN,"Linde Plc",32500,Buy,"Traded $15,001 to $50,000 ."
2021-07-01,Kevin,Hern,"US Congressman",JPM,"JP Morgan Chas",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-01,Kevin,Hern,"US Congressman",DGRO,"Dividend Growt",375000,Buy,"Traded $250,001 to $500,000 ."
2021-07-01,Kevin,Hern,"US Congressman",ITW,"Illinois Tool ",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-01,Kevin,Hern,"US Congressman",HD,"Home Depot",175000,Buy,"Traded $100,001 to $250,000 ."
2021-07-01,Kevin,Hern,"US Congressman",FQAL,"Fidelity Quali",175000,Buy,"Traded $100,001 to $250,000 "
2021-07-01,Kevin,Hern,"US Congressman",EMR,"Emerson Electr",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-01,Kevin,Hern,"US Congressman",ETV,"Eaton Vance Co",32500,Buy,"Traded $15,001 to $50,000 "
2021-07-01,Kevin,Hern,"US Congressman",DXCM,"Dexcom Inc",175000,Buy,"Traded $100,001 to $250,000 "
2021-07-01,Kevin,Hern,"US Congressman",DHR,"Danaher Corp",75000,Buy,"Traded $50,001 to $100,000 ."
2021-07-01,Kevin,Hern,"US Congressman",BSX,"Boston Scienti",175000,Buy,"Traded $100,001 to $250,000 "
2021-07-01,Diana,Harshbarger,"US Congressman",PG,"Procter & Gamb",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2021-07-01,Diana,Harshbarger,"US Congressman",LIN,"Linde Plc",24002,Buy,"By Director And Spouse. Traded $3,003 To $45,000 ."
2021-07-01,Diana,Harshbarger,"US Congressman",KO,"Coca-Cola Comp",32002,Buy,"By Director And Spouse. Traded $4,004 To $60,000 "
2021-07-01,Christopher,Jacobs,"US Congressman",DTM,"Dt Midstream I",8000,"Transfer In","Shares Received Following A Spin-Off Of DTE Energy Co. Traded $1,001 To $15,000 "
2021-07-01,Michael,Mccaul,"US Congressman",MLKN,"Millerknoll In",107501,Buy,"By Dependent Child And Spouse. Traded $65,002 To $150,000 "
2021-07-01,Michael,Mccaul,"US Congressman",XRAY,"Dentsply Siron",40501,Sell,"By Dependent Child And Spouse. Traded $16,002 To $65,000 "
2021-07-01,Michael,Mccaul,"US Congressman",CNXC,"Concentrix Cor",40501,Buy,"By Dependent Child And Spouse. Traded $16,002 To $65,000 "
2021-07-01,Rohit,Khanna,"US Congressman",WBA,"Walgreens Boot",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2021-07-01,Austin,Scott,"US Congressman",CLNE,"Clean Energy F",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-01,Thomas,Tuberville,"US Senator",INTC,"Intel Corp",8000,Sell,"Sale Of Put Options With Strike Price $55 And Expiry 21-January-2022. Traded $1,001 To $15,000. "
2021-07-01,Joshua,Gottheimer,"US Congressman",SKY,"Skyline Corp",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-01,Joshua,Gottheimer,"US Congressman",REGN,"Regeneron Phar",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-01,Joshua,Gottheimer,"US Congressman",LOPE,"Grand Canyon E",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-01,Joshua,Gottheimer,"US Congressman",FIVE,"Five Below Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-01,Richard,Blumenthal,"US Senator",WYNN,"Wynn Resorts L",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2021-07-01,Lois,Frankel,"US Congressman",RGLD,"Royal Gold Inc",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-01,Virginia,Foxx,"US Congressman",PPL,"PPL Corp",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-01,Mark,Green,"US Congressman",AMZA,"Infracap MLP E",175000,Sell,"Traded $100,001 to $250,000 "
2021-07-01,Mark,Green,"US Congressman",ENLC,"Enlink Midstre",175000,Sell,"Traded $100,001 to $250,000 "
2021-07-01,Peter,Sessions,"US Congressman",HNDL,"Strategy Share",14102,Buy,"Price not reported."
2021-06-30,Thomas,Suozzi,"US Congressman",RBLX,"Roblox Corp Cl",32500,Sell,"Traded $15,001 to $50,000 ."
