Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2021-08-04,Michael,Mccaul,"US Congressman",NUE,"Nucor Corp",550001,Sell,"By Spouse & Dependent Child. Traded $350,002 To $750,000 ."
2021-08-04,Michael,Mccaul,"US Congressman",CVS,"CVS Corp",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
2021-08-04,Michael,Mccaul,"US Congressman",EQH,"Axa Equitable ",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
2021-08-04,Michael,Mccaul,"US Congressman",CVX,"Chevron Corp",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
2021-08-04,Michael,Mccaul,"US Congressman",TPR,"Tapestry Inc",65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2021-08-04,Michael,Mccaul,"US Congressman",NFG,"National Fuel ",65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2021-08-04,Michael,Mccaul,"US Congressman",MRK,"Merck & Compan",65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2021-08-04,Michael,Mccaul,"US Congressman",CW,Curtiss-Wright,40501,Buy,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
2021-08-04,Joshua,Gottheimer,"US Congressman",BKNG,"Booking Holdin",8000,Buy,"Traded $1,001 to $15,000 "
2021-08-04,Joshua,Gottheimer,"US Congressman",AMD,"Adv Micro Devi",8000,Buy,"Traded $1,001 to $15,000 ."
2021-08-04,Diana,Harshbarger,"US Congressman",FLT,"Fleetcor Techn",16001,Buy,"By Director And Spouse. Traded $2,002 To $30,000 ."
2021-08-04,Thomas,Carper,"US Senator",ARE,"Alexandria Rea",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-08-04,Lois,Frankel,"US Congressman",WAT,"Waters Corp",8000,Sell,"Traded $1,001 to $15,000 "
2021-08-04,Lois,Frankel,"US Congressman",MKL,"Markel Corp",8000,Buy,"Traded $1,001 to $15,000 ."
2021-08-04,Lois,Frankel,"US Congressman",GXO,"Gxo Logistics ",8000,Buy,"Traded $1,001 to $15,000 "
2021-08-04,Blake,Moore,"US Congressman",WYNN,"Wynn Resorts L",8000,Buy,"Purchase Of Put Options With Strike Price $100 And Expiry 17-September-2021. Traded $1,001 To $15,000 "
2021-08-04,Blake,Moore,"US Congressman",WYNN,"Wynn Resorts L",16001,Sell,"Sale Of Put Options With Strike Price $100 And Expiry 20-August-2021. Traded $2,002 To $30,000 "
2021-08-04,Blake,Moore,"US Congressman",WYNN,"Wynn Resorts L",16001,Sell,"Sale Of Put Options With Strike Price $105 And Expiry 17-September-2021. Traded $2,002 To $30,000 "
2021-08-04,Blake,Moore,"US Congressman",WYNN,"Wynn Resorts L",8000,Buy,"Purchase Of Put Options With Strike Price $100 And Expiry 20-August-2021. Traded $1,001 To $15,000 "
2021-08-04,Blake,Moore,"US Congressman",WYNN,"Wynn Resorts L",16001,Buy,"Purchase Of Put Options With Strike Price $105 And Expiry 20-August-2021. Traded $2,002 To $30,000 "
2021-08-04,Alan,Lowenthal,"US Congressman",DECK,"Deckers Outdoo",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2021-08-03,Michael,Mccaul,"US Congressman",PROSF,"Prosus NV Cl N",250001,Buy,"As ADR/ADS but shown as Ord equivalent. By Spouse & Dependent Child. Traded $150,002 to $350,000 ."
2021-08-03,Thomas,Suozzi,"US Congressman",WY,"Weyerhaeuser C",75000,Sell,"Traded $50,001 to $100,000 "
2021-08-03,Thomas,Suozzi,"US Congressman",BWA,"Borgwarner Inc",75000,Buy,"Traded $50,001 to $100,000 ."
2021-08-03,Virginia,Foxx,"US Congressman",T,"AT&T Inc",8000,Buy,"Traded $1,001 to $15,000 "
2021-08-03,Alan,Lowenthal,"US Congressman",BSX,"Boston Scienti",32000,Sell,"By Spouse. Traded $4,001 To $60,000 "
2021-08-02,Frederick,Upton,"US Congressman",GXO,"Gxo Logistics ",375000,"Transfer In","Distribution of shares pursuant to spinoff from XPO Logistics. Traded $250,001 To $500,000 ."
2021-08-02,Joshua,Gottheimer,"US Congressman",W,"Wayfair Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-08-02,Joshua,Gottheimer,"US Congressman",PINS,"Pinterest Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-08-02,"Susan Ellen Zoe",Lofgren,"US Congressman",QCOM,"Qualcomm Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 "
2021-08-02,"Susan Ellen Zoe",Lofgren,"US Congressman",HCA,"Hca Holdings I",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2021-08-02,"Susan Ellen Zoe",Lofgren,"US Congressman",GIS,"General Mills",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-08-02,"Susan Ellen Zoe",Lofgren,"US Congressman",CSCO,"Cisco Systems ",8000,Sell,"By Spouse. Traded $1,001 To $15,000 "
2021-08-02,Marie,Newman,"US Congressman",TSLA,"Tesla Inc",75000,Sell,"By Spouse.Traded $50,001 to $100,000 "
2021-08-02,Marie,Newman,"US Congressman",TSLA,"Tesla Inc",8000,Buy,"By Spouse.Traded $1,001 to $15,000 "
2021-08-02,Marie,Newman,"US Congressman",TRV,"The Travelers ",8000,Buy,"By Spouse.Traded $1,001 to $15,000 "
2021-08-02,Marie,Newman,"US Congressman",META,"Meta Platforms",32500,Buy,"By Spouse.Traded $15,001 To $50,000 "
2021-08-02,Peter,Sessions,"US Congressman",NVDA,"Nvidia Corp",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2021-08-02,Alan,Lowenthal,"US Congressman",DECK,"Deckers Outdoo",8000,Buy,"Traded $1,001 to $15,000 ."
2021-07-31,Kevin,Hern,"US Congressman",JPM,"JP Morgan Chas",8000,"Div Re","Traded $1,001 to $15,000 "
2021-07-30,Kevin,Hern,"US Congressman",SPY,"S&P 500 SPDR",750000,Buy,"Traded $500,001 to $1,000,000 ."
2021-07-30,Kevin,Hern,"US Congressman",NEE,"Nextera Energy",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-30,Kevin,Hern,"US Congressman",JEPI,"JPM Equity Pre",175000,Buy,"Traded $100,001 to $250,000 "
2021-07-30,Kevin,Hern,"US Congressman",TIP,"TIPS Bond Isha",375000,Buy,"Traded $250,001 to $500,000 "
2021-07-30,Kevin,Hern,"US Congressman",FHLC,"Fidelity Healt",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-30,Kevin,Hern,"US Congressman",FDRR,"Fidelity Divid",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-30,Kevin,Hern,"US Congressman",AMZN,"Amazon.com Inc",75000,Buy,"Traded $50,001 to $100,000 ."
2021-07-30,Kevin,Hern,"US Congressman",GOOGL,"Alphabet Cl A",175000,Buy,"Traded $100,001 to $250,000 "
2021-07-30,Marie,Newman,"US Congressman",COST,"Costco Wholesa",32500,Sell,"By Spouse.Traded $15,001 To $50,000 "
2021-07-30,Marie,Newman,"US Congressman",COIN,"Coinbase Globa",65000,Sell,"By Spouse.Traded $30,001 To $100,000 "
2021-07-30,Michael,Mccaul,"US Congressman",NFLX,"Netflix Inc",350001,Buy,"By Dependent Child And Spouse. Traded $200,002 To $500,000 "
2021-07-30,Joshua,Gottheimer,"US Congressman",ROK,"Rockwell Autom",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-30,John,Hickenlooper,"US Senator",PINS,"Pinterest Inc",32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
2021-07-30,Alan,Lowenthal,"US Congressman",DECK,"Deckers Outdoo",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-30,Douglas,Lamborn,"US Congressman",NTAP,"Netapp Inc",97500,Buy,"By Politician Under Ira & Spouse. Traded $40,001 To $150,000 "
2021-07-29,Michael,Mccaul,"US Congressman",NFLX,"Netflix Inc",350001,Buy,"By Dependent Child And Spouse. Traded $200,002 To $500,000 "
2021-07-29,Lois,Frankel,"US Congressman",DD,"Dupont Denemou",8000,Buy,"Traded $1,001 to $15,000 ."
2021-07-29,James,Langevin,"US Congressman",Z,"Zillow Group C",175000,Buy,"Traded $100,001 to $250,000 "
2021-07-28,Michael,Mccaul,"US Congressman",BABAF,"Alibaba Group ",350001,Sell,"By Dependent Child And Spouse. Traded $200,002 To $500,000 ."
2021-07-28,Carol,Miller,"US Congressman",VIAB,"Viacom Inc Cl ",32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
2021-07-28,Carol,Miller,"US Congressman",TXN,"Texas Instrume",32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
2021-07-28,Carol,Miller,"US Congressman",DGX,"Quest Diagnost",32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
2021-07-28,Carol,Miller,"US Congressman",MRK,"Merck & Compan",32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
2021-07-28,Carol,Miller,"US Congressman",HRL,"Hormel Foods C",32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
2021-07-28,Carol,Miller,"US Congressman",GD,"General Dynami",32500,Buy,"By Spouse. Trade $15,001 to $50,000 "
2021-07-28,Carol,Miller,"US Congressman",D,"Dominion Energ",32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
2021-07-28,Thomas,Suozzi,"US Congressman",AAPL,"Apple Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-28,Thomas,Suozzi,"US Congressman",AMD,"Adv Micro Devi",8000,Buy,"Traded $1,001 to $15,000 ."
2021-07-28,Diana,Harshbarger,"US Congressman",AZO,Autozone,302002,Sell,"By Director And Spouse. Traded $4,004 To $60,000 "
2021-07-28,Diana,Harshbarger,"US Congressman",FLT,"Fleetcor Techn",32002,Buy,"By Director And Spouse. Traded $4,004 To $60,000 "
2021-07-28,Michael,Mccaul,"US Congressman",WFC,"Wells Fargo & ",40501,Sell,"By Dependent Child And Spouse. Traded $16,002 To $65,000 "
2021-07-28,James,Langevin,"US Congressman",ZG,"Zillow Grp Inc",8000,Sell,"Sale Of Call Options With Strike Price $114 And Expiry 08/16/2021. Traded $1,001 To $15,000, As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
2021-07-28,Thomas,Tuberville,"US Senator",NVDA,"Nvidia Corp",32500,Sell,"Sale Of Put Options With Strike Price $180 And Expiry 16-June-2022. Traded $15,001 To $50,000. "
2021-07-28,Joshua,Gottheimer,"US Congressman",WDAY,"Workday Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-28,Joshua,Gottheimer,"US Congressman",TT,"Trane Technolo",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-28,Joshua,Gottheimer,"US Congressman",NVDA,"Nvidia Corp",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-28,Joshua,Gottheimer,"US Congressman",AAPL,"Apple Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-28,Marie,Newman,"US Congressman",SBUX,"Starbucks Corp",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-27,Kimberly,Schrier,"US Congressman",AAPL,"Apple Inc",750000,Buy,"Traded $500,001 to $1,000,000 ."
2021-07-27,Diana,Harshbarger,"US Congressman",SPGI,"S&P Global Inc",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-27,Michael,Mccaul,"US Congressman",EPAM,"Epam Systems I",65001,Sell,"By Dependent Child And Spouse. Traded $30,002 To $100,000 "
2021-07-27,Rohit,Khanna,"US Congressman",AIG,"American Inter",32500,Buy,"By Dependent Child. Traded $15,001 To $50,000 ."
2021-07-27,Susie,Lee,"US Congressman",XPO,"Xpo Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-27,Katherine,Clark,"US Congressman",V,"Visa Inc",16001,Buy,"By Spouse. Traded $2,002 to $30,000 ."
2021-07-27,Katherine,Clark,"US Congressman",UBS,"UBS Group Ag A",16001,Buy,"By Spouse. Traded $2,002 to $30,000 "
2021-07-27,Katherine,Clark,"US Congressman",SBUX,"Starbucks Corp",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-27,Katherine,Clark,"US Congressman",MSFT,"Microsoft Corp",16001,Buy,"By Spouse. Traded $2,002 To $30,000 ."
2021-07-27,Katherine,Clark,"US Congressman",MRK,"Merck & Compan",16001,Buy,"By Spouse. Traded $2,002 to $30,000 "
2021-07-27,Katherine,Clark,"US Congressman",IRM,"Iron Mountain ",16001,Sell,"By Spouse. Traded $2,002 to $30,000 ."
2021-07-27,Katherine,Clark,"US Congressman",HON,"Honeywell Inte",16001,Buy,"By Spouse. Traded $2,002 To $30,000 ."
2021-07-27,Katherine,Clark,"US Congressman",HD,"Home Depot",16001,Buy,"By Spouse. Traded $2,002 To $30,000 ."
2021-07-27,Katherine,Clark,"US Congressman",EW,"Edwards Lifesc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2021-07-27,Katherine,Clark,"US Congressman",CSCO,"Cisco Systems ",16001,Buy,"By Spouse. Traded $2,002 to $30,000 "
2021-07-27,Joshua,Gottheimer,"US Congressman",TPR,"Tapestry Inc",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-27,Joshua,Gottheimer,"US Congressman",RBC,"RBC Bearings I",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-27,Joshua,Gottheimer,"US Congressman",SAM,"Boston Beer Co",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-27,John,Hickenlooper,"US Senator",SNAP,"Snap Inc",32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
2021-07-26,Diana,Harshbarger,"US Congressman",NCSYF,"Nice Ltd",32002,Sell,"By Director And Spouse. Traded $4,004 To $60,000 ."
2021-07-26,Shelley,Capito,"US Senator",RYDBF,"Royal Dutch Sh",8000,Sell,"By Spouse. As ADR/ADS but shown as Ord equivalent. Traded $1,001 to $15,000 "
2021-07-26,Kevin,Hern,"US Congressman",INRE,"Inland Real Es",8000,"Div Re","Traded $1,001 to $15,000 ."
2021-07-26,Diana,Harshbarger,"US Congressman",ESNT,"Essent Group L",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-26,Diana,Harshbarger,"US Congressman",EA,"Electronic Art",24002,Buy,"Traded $3,003 To $45,000 "
2021-07-26,Diana,Harshbarger,"US Congressman",SPGI,"S&P Global Inc",16001,Buy,"Traded $2,002 To $30,000 "
2021-07-26,Diana,Harshbarger,"US Congressman",PGR,"Progressive Co",32002,Buy,"By Director And Spouse. Traded $4,004 To $60,000 "
2021-07-26,Diana,Harshbarger,"US Congressman",MCD,"McDonald's Cor",8000,Sell,"By Director And Spouse. Traded $4,004 To $60,000 "
2021-07-26,Diana,Harshbarger,"US Congressman",MAS,"Masco Corp",32002,Sell,"By Director And Spouse. Traded $4,004 To $60,000 "
2021-07-26,Diana,Harshbarger,"US Congressman",CHRW,"C.H. Robinson ",32002,Sell,"By Director And Spouse. Traded $4,004 To $60,000 "
2021-07-26,Diana,Harshbarger,"US Congressman",VZ,"Verizon Commun",24002,Buy,"By Director And Spouse. Traded $3,003 To $45,000 "
2021-07-26,Diana,Harshbarger,"US Congressman",LNT,"Alliant Energy",24002,Buy,"By Director And Spouse. Traded $3,003 To $45,000 "
2021-07-26,Michael,Mccaul,"US Congressman",AAP,"Advance Auto P",40501,Sell,"By Dependent Child And Spouse. Traded $16,002 To $65,000 "
2021-07-26,Michael,Mccaul,"US Congressman",ALLY,"Ally Financial",40501,Sell,"By Dependent Child And Spouse. Traded $2,002 To $30,000 ."
2021-07-26,Michael,Mccaul,"US Congressman",MUR,"Murphy Oil Cor",40501,Sell,"By Dependent Child And Spouse. Traded $2,002 To $30,000 ."
2021-07-26,Michael,Mccaul,"US Congressman",DXC,"Dxc Technology",40501,Sell,"By Dependent Child And Spouse. Traded $16,002 To $65,000 "
2021-07-26,Michael,Mccaul,"US Congressman",CNHI,"CNH Industrial",40501,Sell,"By Dependent Child And Spouse. Traded $16,002 To $65,000 "
2021-07-26,Michael,Mccaul,"US Congressman",LNC,"Lincoln Nation",16001,Sell,"By Dependent Child And Spouse. Traded $2,002 To $30,000 "
2021-07-26,Michael,Mccaul,"US Congressman",LUMN,"Lumen Technolo",16001,Sell,"By Dependent Child And Spouse. Traded $2,002 To $30,000 "
2021-07-26,Michael,Mccaul,"US Congressman",FTNT,"Fortinet Inc",150001,Sell,"By Dependent Child And Spouse. Traded $100,002 To $200,000 "
2021-07-26,Michael,Mccaul,"US Congressman",ZTS,"Zoetis Inc Cl ",65001,Sell,"By Dependent Child And Spouse. Traded $30,002 To $100,000 "
2021-07-26,Michael,Mccaul,"US Congressman",NFLX,"Netflix Inc",350001,Buy,"By Dependent Child And Spouse. Traded $200,002 To $500,000 "
2021-07-26,Shelley,Capito,"US Senator",C,"Citigroup Inc",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Shelley,Capito,"US Senator",INTC,"Intel Corp",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Shelley,Capito,"US Senator",IBM,"International ",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Shelley,Capito,"US Senator",MSFT,"Microsoft Corp",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Thomas,Carper,"US Senator",FINX,"GX Fintech ETF",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Thomas,Carper,"US Senator",DGRS,"Wisdomtree US ",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Thomas,Carper,"US Senator",CFA,"Victory US 500",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Thomas,Carper,"US Senator",IJS,"S&P Smallcap 6",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Thomas,Carper,"US Senator",NXTG,"Nasdaq Smartph",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Thomas,Carper,"US Senator",FDN,"DJ Internet In",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Thomas,Carper,"US Senator",GLD,"Gold SPDR",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-26,Thomas,Carper,"US Senator",IVV,"S&P 500 Ishare",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2021-07-24,Gilbert,Cisneros,"US Congressman",FCX,Freeport-Mcmor,8000,Sell,"Traded $1,001 to $15,000 "
2021-07-24,Michael,Mccaul,"US Congressman",BSX,"Boston Scienti",107501,Buy,"By Dependent Child And Spouse. Traded $65,002 To $150,000 "
2021-07-24,Angus,King,"US Senator",ADBE,"Adobe Systems ",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2021-07-23,Michael,Mccaul,"US Congressman",T,"AT&T Inc",107501,Buy,"By Dependent Child And Spouse. Traded $65,002 To $150,000 "
2021-07-23,Michael,Mccaul,"US Congressman",FTNT,"Fortinet Inc",107501,Sell,"By Dependent Child And Spouse. Traded $65,002 To $150,000 "
2021-07-23,Michael,Mccaul,"US Congressman",EPAM,"Epam Systems I",65001,Sell,"By Dependent Child And Spouse. Traded $30,002 To $100,000 "
2021-07-23,Michael,Mccaul,"US Congressman",ZTS,"Zoetis Inc Cl ",65001,Sell,"By Dependent Child And Spouse. Traded $30,002 To $100,000 "
2021-07-23,Michael,Mccaul,"US Congressman",NFLX,"Netflix Inc",350001,Buy,"By Dependent Child And Spouse. Traded $200,002 To $500,000 "
2021-07-23,Nancy,Pelosi,"US Congressman",NVDA,"Nvidia Corp",375000,Buy,"By Spouse. Purchase Of 50 Call Options With Strike Price $100 And Expiration Date Of 9/16/2022. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
2021-07-23,Nancy,Pelosi,"US Congressman",NVDA,"Nvidia Corp",977899,Buy,"By Spouse. Price Not Reported"
2021-07-23,Patrick,Fallon,"US Congressman",CRWD,"Crowdstrike Ho",175000,Sell,"Traded $100,001 to $250,000 "
2021-07-23,Rohit,Khanna,"US Congressman",PFE,"Pfizer Inc",8000,Sell,"By Dependent Child. Traded $1,001 To $15,000 ."
2021-07-23,Rohit,Khanna,"US Congressman",TXN,"Texas Instrume",16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
2021-07-23,Joshua,Gottheimer,"US Congressman",QTS,"Qts Realty Tru",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-23,Joshua,Gottheimer,"US Congressman",PYCR,"Paycor Hcm Inc",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-23,Joshua,Gottheimer,"US Congressman",ORCL,"Oracle Corp",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-23,Joshua,Gottheimer,"US Congressman",DAVA,"Endava Plc ADR",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-23,Joshua,Gottheimer,"US Congressman",COF,"Capital One Fi",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-23,Marie,Newman,"US Congressman",COIN,"Coinbase Globa",32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
2021-07-23,Adam,Schiff,"US Congressman",ABBV,"Abbvie Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-23,Trey,Hollingsworth,"US Congressman",MMP,"Magellan Midst",75000,Buy,"Traded $50,001 to $100,000 ."
2021-07-22,Michael,Mccaul,"US Congressman",MLKN,"Millerknoll In",107501,Buy,"By Dependent Child And Spouse. Traded $65,002 To $150,000 "
2021-07-22,Charles,Fleischmann,"US Congressman",MDYV,"S&P Midcap Val",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-22,Charles,Fleischmann,"US Congressman",MDYG,"S&P Midcap Gro",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-22,Charles,Fleischmann,"US Congressman",IBTD,"Ishares Ibonds",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-22,Charles,Fleischmann,"US Congressman",IBDP,"Dec 2024 Term ",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-22,Charles,Fleischmann,"US Congressman",MBB,"MBS Ishares ET",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-22,Joshua,Gottheimer,"US Congressman",SPOT,"Spotify Techno",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-22,Joshua,Gottheimer,"US Congressman",MRNA,"Moderna Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-22,Joshua,Gottheimer,"US Congressman",CTSH,"Cognizant Tech",8000,Sell,"Traded $1,001 to $15,000 "
2021-07-21,John,Rutherford,"US Congressman",BMY,"Bristol-Myers ",8000,Buy,"Traded $1,001 to $15,000 "
2021-07-21,Kevin,Hern,"US Congressman",TMO,"Thermo Fisher ",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-21,Kevin,Hern,"US Congressman",TXN,"Texas Instrume",175000,Buy,"Traded $100,001 to $250,000 ."
2021-07-21,Kevin,Hern,"US Congressman",ROK,"Rockwell Autom",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-21,Kevin,Hern,"US Congressman",PTC,"Ptc Inc",32500,Buy,"Traded $15,001 to $50,000 "
2021-07-21,Kevin,Hern,"US Congressman",MSFT,"Microsoft Corp",175000,Buy,"Traded $100,001 to $250,000 "
2021-07-21,Kevin,Hern,"US Congressman",BSX,"Boston Scienti",32500,Buy,"Traded $15,001 to $50,000 "
2021-07-21,Kevin,Hern,"US Congressman",ADBE,"Adobe Systems ",75000,Buy,"Traded $50,001 to $100,000 "
2021-07-21,Michael,Mccaul,"US Congressman",MLKN,"Millerknoll In",207501,Buy,"By Dependent Child And Spouse. Traded $115,002 To $300,000 "
2021-07-21,Dean,Phillips,"US Congressman",ALXN,"Alexion Pharm ",8000,Sell,"Traded $1,001 to $15,000 ."
2021-07-21,Thomas,Tuberville,"US Senator",CLF,Cleveland-Clif,175000,Buy,"Traded $100,001 to $250,000 "
2021-07-21,Thomas,Tuberville,"US Senator",CLF,Cleveland-Clif,32500,Sell,"Sale Of Put Options With Strike Price $23 And Expiry 21-January-2022. Traded $15,001 To $50,000. "
2021-07-21,Thomas,Tuberville,"US Senator",CLF,Cleveland-Clif,24002,Sell,"Sale Of Put Options With Strike Price $23 And Expiry 21-January-2022. Traded $3,003 To $45,000. "
2021-07-21,Donald,Beyer,"US Congressman",REGN,"Regeneron Phar",2334,Buy,"Price not reported"
2021-07-21,Donald,Beyer,"US Congressman",NEE,"Nextera Energy",22765,Sell,"Price not reported"
2021-07-21,Donald,Beyer,"US Congressman",NTLA,"Intellia Thera",9928,Sell,"Price not reported"
2021-07-21,Gary,Peters,"US Senator",O,"Realty Income ",32500,Buy,"Traded $15,001 to $50,000 "
2021-07-20,Kevin,Hern,"US Congressman",FSEN,"FS Energy & Po",8000,"Div Re","Traded $1,001 to $15,000 "
